2nd Sem Rdng-Bgnrs/Grads	GER	2	21	No Demand
2nd Year-2nd Sem Irish	IRI	5	21	No Demand
2nd Year/1st Sem ASL	ASL	17	31	Below Average Demand
2nd Year/2nd Sem ASL	ASL	14	27	Below Average Demand
2nd Yr Graduate Research	ART	1	2	Below Average Demand
2nd Yr-1st Sem Am Sig Lan	ASL	14	26	Below Average Demand
2nd Yr-1st Sem Am Sig Lan	CDS	4	22	No Demand
2nd Yr-1st Sem Arabic	ARI	12	24	Below Average Demand
2nd Yr-1st Sem Chinese	CHI	15	22	Average Demand
2nd Yr-1st Sem Danish	DAN	1	3	Below Average Demand
2nd Yr-1st Sem Greek	GRE	4	14	No Demand
2nd Yr-1st Sem Hindi	HIN	11	20	Below Average Demand
2nd Yr-1st Sem Irish	IRI	4	21	No Demand
2nd Yr-1st Sem Japanese	JPN	18	22	Above Average Demand
2nd Yr-1st Sem Korean	KOR	16	23	Average Demand
2nd Yr-1st Sem Swahili	SWA	6	23	No Demand
2nd Yr-1st Sem Thai	THI	3	3	High Demand
2nd Yr-1st Sem Ukrainian	UKR	3	11	No Demand
2nd Yr-1st Sem Vietnamese	VIE	3	16	No Demand
2nd Yr-1st Sem Yoruba	YOR	1	12	No Demand
2nd Yr-2nd Sem Arabic	ARI	11	30	Below Average Demand
2nd Yr-2nd Sem Asl	ASL	10	25	Below Average Demand
2nd Yr-2nd Sem Asl	CDS	1	31	No Demand
2nd Yr-2nd Sem Chinese	CHI	13	23	Below Average Demand
2nd Yr-2nd Sem Danish	DAN	2	10	No Demand
2nd Yr-2nd Sem Greek	GRE	4	14	No Demand
2nd Yr-2nd Sem Hindi	HIN	7	21	Below Average Demand
2nd Yr-2nd Sem Irish	IRI	3	21	No Demand
2nd Yr-2nd Sem Japanese	JPN	14	24	Below Average Demand
2nd Yr-2nd Sem Korean	KOR	12	24	Below Average Demand
2nd Yr-2nd Sem Thai	THI	3	12	No Demand
2nd Yr-2nd Sem Ukrainian	UKR	4	13	Below Average Demand
2nd Yr-2nd Sem Vietnamese	VIE	4	15	No Demand
3 Kingdoms: A Novel in Tr	CHI	3	18	No Demand
3 Kingdoms: A Novel in Tr	ENG	5	25	No Demand
3d Precision Prod Concpts	ART	9	2	High Demand
3d Vis & Urban Simulation	PD	3	29	No Demand
3rd Yr-1st Sem Chinese	CHI	17	25	Average Demand
3rd Yr-1st Sem Danish	DAN	1	2	Below Average Demand
3rd Yr-1st Sem Greek	GRE	2	5	Below Average Demand
3rd Yr-1st Sem Hebrew	HEB	3	1	High Demand
3rd Yr-1st Sem Korean	KOR	9	24	Below Average Demand
3rd Yr-1st Sem Thai	THI	1	6	No Demand
3rd Yr-1st Sem Vietnamese	VIE	6	19	Below Average Demand
3rd Yr-2nd Sem Danish	DAN	1	7	No Demand
3rd Yr-2nd Sem Greek	GRE	4	9	Below Average Demand
3rd Yr-2nd Sem Hebrew	HEB	1	6	No Demand
3rd Yr-2nd Sem Thai	THI	1	12	No Demand
3rd Yr-2nd Sem Vietnamese	VIE	5	18	No Demand
4 Horsemen of the Apocal	APY	16	36	Below Average Demand
4th Sem Classical Tibetan	AS	2	23	No Demand
4th Year-1st Semester Jpn	JPN	9	25	Below Average Demand
4th Year-2nd Semester Jpn	JPN	8	23	Below Average Demand
A Chinese Dynasty:Qing	HIS	10	27	Below Average Demand
A History of Madness	HIS	19	30	Average Demand
AIDS & Communicable Diseas	SW	10	39	No Demand
ANA/Physio Mastic Syst	ODS	0	3	No Demand
APN Role: Evol of the Role	NUR	27	81	Below Average Demand
APN Role: Financial Mngmt	NUR	30	87	Below Average Demand
APN Role: Innova in APN	NUR	28	48	Below Average Demand
APY & Education	APY	23	32	Average Demand
APY of Archit	APY	21	36	Below Average Demand
ARCH SPECIAL TOPICS	ARC	8	45	No Demand
Abnormal Child Psychology	PSY	34	67	Below Average Demand
Abnormal Psychology	PSY	167	224	Average Demand
Abstract Expressionism	AHI	8	16	Below Average Demand
Acad & Research Libraries	LIS	21	32	Average Demand
Acad Writing & Presenting	RSC	5	29	No Demand
Academic Success Strategies	CPM	21	41	Below Average Demand
Academic Writing	ELP	5	17	No Demand
Academies Sophmore Success	UE	14	24	Below Average Demand
Accounting Information Systems	MGA	38	62	Average Demand
Accounting Practicum	MGA	1	1	High Demand
Accounting Topics	MGA	3	19	No Demand
Acct for Mgt Dec Making	MGA	52	84	Average Demand
Acctg & Fin Mgt in Health	MGA	9	20	Below Average Demand
Acoustics and Instru	CDS	10	12	Above Average Demand
Acquisition Transactions	MGF	6	59	No Demand
Acquisitions Transactions	LAW	26	61	Below Average Demand
Act in Comedy of Manners	TH	8	18	Below Average Demand
Acting in Shakespeare	TH	9	58	No Demand
Acting: Scene Study	TH	10	25	Below Average Demand
Action Research	OAP	18	24	Average Demand
Action Rsch Imprv Tchg & Lrng	LAI	15	28	Below Average Demand
Acute Care Lab	NUR	3	28	No Demand
Acute Illness Management	NUR	20	8	High Demand
Ad Law & Immigration	LAW	16	20	Above Average Demand
Ad Law Ex Cr	LAW	3	89	No Demand
Adaptive Signal Processg	ECE	5	10	Below Average Demand
Adaptive Signal Processg	EE	18	53	Below Average Demand
Adaptive Team Leadership	MLS	4	38	No Demand
Addiction and the Family	SW	15	36	Below Average Demand
Addictions Treatment	SSC	35	54	Average Demand
Adm Pers in Cur & Inst	OAP	17	33	Below Average Demand
Adm Theory & Pract Ph Prac	EEH	30	1	High Demand
Adm Theory & Pract Ph Prac	SPM	7	46	No Demand
Admin Fair Hearing Prac	LAW	9	14	Average Demand
Administ/Managemt	SW	15	33	Below Average Demand
Administrative Law	LAW	31	62	Below Average Demand
Administrative Process	PSC	9	19	Below Average Demand
Adol & Adult Beh Med	PSY	3	1	High Demand
Adolescent Development	PSY	32	57	Below Average Demand
Adolesnt Wrtng Across Cur	LAI	12	49	No Demand
Adoption Law Dmestc & Intl	LAW	10	33	Below Average Demand
Adoption Law	LAW	12	25	Below Average Demand
Adult Clin Nurse Spec 1	NUR	3	18	No Demand
Adult Clin Nurse Spec 2	NUR	4	9	Below Average Demand
Adult Development & Aging	PSY	31	59	Below Average Demand
Adv & Promotion	MGM	16	49	Below Average Demand
Adv Adhesive Dentistry	RDN	26	112	No Demand
Adv Amb Pharmacotherapeut	PHM	71	169	Below Average Demand
Adv Amb Pharmacotherapeuti	PHM	37	99	Below Average Demand
Adv Analytical Chem Topic	CHE	7	53	No Demand
Adv Anatomy Nervous Syst	ANA	1	2	Below Average Demand
Adv Applic Progrmng Cobol	MFC	6	21	No Demand
Adv Archaeological Rsch	APY	7	30	No Demand
Adv Areal Archlgy Mesoam	APY	6	27	No Demand
Adv Ath Training	ES	18	49	Below Average Demand
Adv Bayesian Inference	STA	5	46	No Demand
Adv Bch of Macromolecules	BCH	1	285	No Demand
Adv Beginner Swimming	ATH	17	90	No Demand
Adv Biological Chemistry	BIO	15	85	No Demand
Adv Bkruptcy & Tax	LAW	8	32	No Demand
Adv Cancer Epi & Prev	EEH	4	15	No Demand
Adv Cancer Epi & Prev	SPM	4	5	Above Average Demand
Adv Casting Fndry Techs 1	ART	0	3	No Demand
Adv Casting Fndry Techs 2	ART	0	3	No Demand
Adv Categorical Analysis	STA	6	38	No Demand
Adv Cell & Dev Biology 1	BIO	15	89	No Demand
Adv Cell & Dev Biology 2	BIO	4	42	No Demand
Adv Chem Thermodynamics	CE	20	47	Below Average Demand
Adv Cinematography	DMS	5	21	No Demand
Adv Civil Liberties	PSC	13	51	No Demand
Adv Clin Treatmnt Plan&Seq	RDN	4	2	High Demand
Adv Coll Surf Phenom	CE	5	9	Below Average Demand
Adv Com Research Methods	COM	0	30	No Demand
Adv Comp Linguistics	CSE	4	35	No Demand
Adv Composit & Conversat	SPA	20	22	High Demand
Adv Computer Graphics	CSE	0	97	No Demand
Adv Con Law	PSC	12	44	No Demand
Adv Conc Acute Care Nursg	NUR	43	65	Average Demand
Adv Conv and Comp	GER	11	27	Below Average Demand
Adv Convers & Composit	RUS	7	1	High Demand
Adv Corp Finance	MGF	43	76	Below Average Demand
Adv Corp Tax	LAW	18	20	Above Average Demand
Adv Corporate Finance	MGF	12	20	Below Average Demand
Adv Creative Writg Poetry	ENG	9	23	Below Average Demand
Adv Creatv Writg Fiction	ENG	10	26	Below Average Demand
Adv Criminal Law	LAW	15	32	Below Average Demand
Adv Design in Ceramics	CFC	3	2	High Demand
Adv Design in Ceramics	UBE	1	11	No Demand
Adv Developmental Psych	PSY	14	31	Below Average Demand
Adv Digital Arts Prod	DMS	3	24	No Demand
Adv Digital Arts Productn	DMS	12	18	Average Demand
Adv Dir Plan Disab	LAW	30	33	High Demand
Adv Discourse Analysis	LIN	9	12	Average Demand
Adv Earth Systems Science	GEO	7	18	Below Average Demand
Adv Econometric Methods	ECO	5	22	No Demand
Adv Editing	DMS	7	28	No Demand
Adv Endo Lecture 2	RDN	4	2	High Demand
Adv Envir Hydro 2	GLY	9	22	Below Average Demand
Adv Environmental Health	EEH	1	78	No Demand
Adv Environmental Health	SPM	2	52	No Demand
Adv Esthetic Dent Clinic	RDN	0	2	No Demand
Adv Esthetic Dent Sem/Lec	RDN	0	2	No Demand
Adv Esthetic Lab Tech	RDN	0	2	No Demand
Adv Ethnlgy Central Andes	APY	1	25	No Demand
Adv Ethnology SE Asia	APY	3	22	No Demand
Adv Ethnology of Europe	APY	6	32	No Demand
Adv Ethnology:Africa	APY	2	10	No Demand
Adv Eval & Treat Prin 111	OTE	7	24	No Demand
Adv Eval/Rx Appr:Dev Appr	OT	4	14	No Demand
Adv Family Clinical	NUR	11	19	Below Average Demand
Adv Figuratv Sculpture 1	ART	1	13	No Demand
Adv Figuratv Sculpture 2	ART	0	13	No Demand
Adv Finite Element Analysi	CIE	11	34	Below Average Demand
Adv Foundation Des & Con	CIE	8	57	No Demand
Adv Foundation Design	CIE	5	50	No Demand
Adv French Conversation	FR	0	28	No Demand
Adv Fungal Pathogenesis	MIC	1	1	High Demand
Adv Geofluids & Geomech	GLY	8	35	No Demand
Adv Grammar & Composition	FR	14	20	Average Demand
Adv Health Assess Acute	NGC	5	12	Below Average Demand
Adv Health Assess Acute	NUR	9	20	Below Average Demand
Adv Health Assess Adult	NUR	20	24	Above Average Demand
Adv Health Assess CRNA	NUR	11	29	Below Average Demand
Adv Health Assess Child	NGC	20	12	High Demand
Adv Health Assess Child	NUR	20	24	Above Average Demand
Adv Health Assess Found	NUR	21	58	Below Average Demand
Adv Health Assessment	NGC	25	40	Average Demand
Adv Health Assessment	NUR	26	35	Average Demand
Adv High Volt/Pow Electrc	ECE	2	20	No Demand
Adv High Volt/Pow Electrc	EE	1	21	No Demand
Adv Histopath Sem	ODS	2	3	Average Demand
Adv Human Resources Mgt	MGI	39	75	Below Average Demand
Adv IP: Special Topics	LAW	6	43	No Demand
Adv Illus Prof Pract 1	ART	5	18	No Demand
Adv Illus Prof Pract 2	ART	4	18	No Demand
Adv Inorganic Chem Topics	CHE	14	50	No Demand
Adv Intaglio Studio Pract	ART	4	41	No Demand
Adv Iss Am Disbl Act	LAW	9	46	No Demand
Adv Issue in Sch Bus Admin	ELP	7	38	No Demand
Adv Knowledge Rep	CSE	6	32	No Demand
Adv Laboratory Techniques	CHE	0	3	No Demand
Adv Legal Writing & Analys	LAW	5	18	No Demand
Adv Linguistic Theory 1	LIN	9	23	Below Average Demand
Adv Linguistic Theory 2	LIN	7	16	Below Average Demand
Adv Litho Studio Pract	ART	2	40	No Demand
Adv Materials Science	MAE	13	43	Below Average Demand
Adv Math for Civil Engrs	CIE	30	51	Below Average Demand
Adv Mech of Solids	CIE	25	46	Below Average Demand
Adv Mediation Practice	LAW	4	18	No Demand
Adv Mod Chinese 1	CHI	5	14	Below Average Demand
Adv Mol Bio Lab	BIO	14	29	Below Average Demand
Adv Molecular Genetics	BIO	14	90	No Demand
Adv Mthds for Tchng Lote	LAI	12	32	Below Average Demand
Adv Musical Thd I	THD	16	40	Below Average Demand
Adv Network Concepts	CSE	14	42	Below Average Demand
Adv Numerical Analysis 1	MTH	8	35	No Demand
Adv Numerical Analysis 2	MTH	4	37	No Demand
Adv Numerical Methods	CIE	1	12	No Demand
Adv Ordinary Diff Equa	MTH	10	43	No Demand
Adv Org Synthesis	MCH	8	18	Below Average Demand
Adv Organic Chem Topics	CHE	6	58	No Demand
Adv Organiztnl Communctn	COM	6	17	Below Average Demand
Adv Pharmacotherapeutics	PHM	44	104	Below Average Demand
Adv Physical Anthropology	APY	4	24	No Demand
Adv Physical Volcanology	GLY	5	27	No Demand
Adv Practicum Sc. Psych.	CEP	6	12	Below Average Demand
Adv Prints Studio Pract 2	ART	3	41	No Demand
Adv Prob in Areal Archlgy	APY	9	31	No Demand
Adv Probability & Stat	MGQ	9	34	No Demand
Adv Prosth Gen Dent	RDN	28	18	High Demand
Adv Puerto Rican Studies	PRS	6	25	No Demand
Adv Qual Res Meth	NUR	11	11	High Demand
Adv Qual Res Meth	NUS	7	30	No Demand
Adv Qual Rsrch Fld Methds	LAI	14	22	Average Demand
Adv Quantitative Tech	NUR	3	11	No Demand
Adv Quantum Mechanics	PHA	5	12	Below Average Demand
Adv Quantum Mechanics	PHY	6	56	No Demand
Adv Research On Fam Viol	LAW	3	21	No Demand
Adv Resrch Physcl Anthro	APY	5	26	No Demand
Adv Sculp Studio Pract 1	ART	1	8	No Demand
Adv Sculp Studio Pract 2	ART	0	8	No Demand
Adv Semicond Mat Devices	EE	5	39	No Demand
Adv Seminar in Phonology	LIN	5	13	Below Average Demand
Adv Soc & Cult Theory	APY	11	31	Below Average Demand
Adv Social Anthropology	APY	4	36	No Demand
Adv Social Psychology 1	PSY	19	34	Below Average Demand
Adv Social Psychology 2	PSY	9	33	No Demand
Adv Sp Top in Stats	STA	3	37	No Demand
Adv Stand Research	SW	16	38	Below Average Demand
Adv Statistical Genomics	STA	3	46	No Demand
Adv Statistical Methods	SOC	16	25	Average Demand
Adv Statistical Technique	NUR	10	16	Average Demand
Adv Statistical Technique	NUS	10	30	Below Average Demand
Adv Statistical Technique	RSC	1	19	No Demand
Adv Statistics Methods 1	PSY	36	44	Above Average Demand
Adv Statistics Methods 2	PSY	28	44	Average Demand
Adv Stratigraphy	GLY	10	25	Below Average Demand
Adv Structural Anal	CIE	19	31	Average Demand
Adv Stud Faults & Fract	GLY	2	6	Below Average Demand
Adv Survival Analysis	STA	5	37	No Demand
Adv Switch Circuit Theo 1	ECE	20	33	Average Demand
Adv Switch Circuit Theo 1	EE	18	37	Below Average Demand
Adv Systems Programming 2	CS	16	71	No Demand
Adv Tech Integrtion	INF	4	22	No Demand
Adv Theory Const & Devel	NUR	5	17	No Demand
Adv Theory Const & Devel	NUS	7	30	No Demand
Adv Top Cardiovas Physiol	PGY	1	40	No Demand
Adv Top Con Law	LAW	8	29	No Demand
Adv Top Domestic Vilnce	LAW	23	46	Below Average Demand
Adv Top Fam Violence	AMS	1	33	No Demand
Adv Top Family Violence	LAW	2	13	No Demand
Adv Top in Criminology	SOC	5	16	Below Average Demand
Adv Top in Internal Audit	MGA	17	52	Below Average Demand
Adv Top in Mgmt Acctg/Con	MGA	19	62	Below Average Demand
Adv Top in Perslty Assess	CEP	9	10	Above Average Demand
Adv Top in Workforce Mgmt	MGI	20	51	Below Average Demand
Adv Topic in Cartog	GEO	6	16	Below Average Demand
Adv Topic in Geog Inf Sys	GEO	11	21	Below Average Demand
Adv Topics Biochemistry	BCH	13	24	Below Average Demand
Adv Topics Comp Ling	LIN	1	35	No Demand
Adv Topics Cvd Epi & Prev	SPM	4	31	No Demand
Adv Topics Environmental Soc	SOC	29	58	Below Average Demand
Adv Topics Health & Society	SOC	12	67	No Demand
Adv Topics Health Law	LAW	4	27	No Demand
Adv Topics Macroeconomics	ECO	5	20	No Demand
Adv Topics Social Change	SOC	11	46	No Demand
Adv Topics Social Justice	SOC	16	34	Below Average Demand
Adv Topics in Pol Inquiry	PSC	7	20	Below Average Demand
Adv Topics in Theory	SOC	9	18	Below Average Demand
Adv Video Production	DMS	3	20	No Demand
Adv Visual Communctns 2	ART	6	27	No Demand
Adv Wireless Netw Concept	CSE	14	55	No Demand
Adv Writing Workshop	ENG	18	7	High Demand
Adv Written Eng & Reading	ESL	19	21	High Demand
Adv in High Voltage Ener	ECE	2	4	Below Average Demand
Adv. Clin Trial/Design Analys	STA	9	39	No Demand
Adv. Dramaturgy	TH	7	30	No Demand
Adv. Federal Crim. Trial Pract	LAW	3	20	No Demand
Adv. Finance: Regulations	LAW	14	18	Above Average Demand
Adv. Int'l Law: Force	LAW	4	40	No Demand
Adv. Int'l Legal Advocacy	LAW	13	38	Below Average Demand
Adv. Into the Dent Profession	CLD	91	169	Below Average Demand
Adv. Leadership Studies	MLS	6	68	No Demand
Advan Pharm Pract Exper II	PHM	6	4	High Demand
Advan Policy Dev/Analys	SW	12	29	Below Average Demand
Advancd Architec Materls	ARC	11	53	No Demand
Advance Energy Grid Sys 2	EE	23	27	Above Average Demand
Advance Energy Grid Sys I	EE	17	31	Below Average Demand
Advanced 3d Modeling	DMS	1	21	No Demand
Advanced Acting 2	TH	10	18	Below Average Demand
Advanced Acting Spec	TH	0	48	No Demand
Advanced Advertising	COM	22	51	Below Average Demand
Advanced Architec Materials	ARC	0	46	No Demand
Advanced Auditing	MGA	18	62	No Demand
Advanced Bankruptcy	LAW	6	40	No Demand
Advanced Business French	FR	0	28	No Demand
Advanced Classic Lingstcs	CL	3	40	No Demand
Advanced Colloquium	OAP	7	21	Below Average Demand
Advanced Comp&Stylistics	GER	2	22	No Demand
Advanced Compounding	PHM	16	57	No Demand
Advanced Computer Art 1	ART	5	15	Below Average Demand
Advanced Computer Art 2	ART	4	15	No Demand
Advanced Computer Communic	ECE	8	21	Below Average Demand
Advanced Computer Systems	CSE	22	39	Below Average Demand
Advanced Conducting	MUS	1	17	No Demand
Advanced Corporations	LAW	9	30	No Demand
Advanced Criminal Law	LAW	14	27	Below Average Demand
Advanced Dental Lab	RDN	1	40	No Demand
Advanced Dental Lectures	CLD	1	3	Below Average Demand
Advanced Design Theory	MAE	10	32	Below Average Demand
Advanced Design in Fibers	CFC	1	2	Below Average Demand
Advanced Design in Fibers	UBE	1	13	No Demand
Advanced Design in Metals	CFC	2	2	High Demand
Advanced Design in Metals	UBE	2	13	No Demand
Advanced Directing	TH	1	25	No Demand
Advanced Documentary Prod	DMS	8	28	No Demand
Advanced Documentary Sem	DMS	3	29	No Demand
Advanced Ecology	BIO	4	39	No Demand
Advanced Ecology	GLY	7	53	No Demand
Advanced Endodontic Clinic	RDN	4	2	High Demand
Advanced Ethnology Arctic	APY	5	32	No Demand
Advanced Ethnology Artic	APY	4	32	No Demand
Advanced Ethnology	APY	7	28	No Demand
Advanced Family Law	LAW	6	16	Below Average Demand
Advanced Family Therapy	CEP	6	8	Average Demand
Advanced Field Methods	GLY	4	27	No Demand
Advanced Finance	LAW	10	20	Below Average Demand
Advanced Financial Accounting	MGA	35	68	Below Average Demand
Advanced Financial Reporting	MGA	19	54	Below Average Demand
Advanced Fluid Mechanics	MAE	46	94	Below Average Demand
Advanced Fluorescence	CHE	9	52	No Demand
Advanced GIS Applications	PD	9	24	Below Average Demand
Advanced Grammar	SPA	21	23	High Demand
Advanced Groundwater	CIE	5	26	No Demand
Advanced Hearing Science	CDS	10	24	Below Average Demand
Advanced Honors Colloquium	HON	21	30	Average Demand
Advanced Human Dissection	ANA	1	24	No Demand
Advanced Info Retrieval	CSE	13	51	No Demand
Advanced Korean	KOR	4	22	No Demand
Advanced Legal Ethics	LAW	12	18	Average Demand
Advanced Legal Writing	LAW	23	60	Below Average Demand
Advanced Lin	LIN	7	21	Below Average Demand
Advanced Linguistics	LIN	7	16	Below Average Demand
Advanced Machine Learning	CSE	33	91	Below Average Demand
Advanced Mathematics Educ	LAI	4	16	No Demand
Advanced Methodology	EEH	16	78	No Demand
Advanced Methodology	SPM	14	52	No Demand
Advanced Microbial Genetics	MIC	11	18	Average Demand
Advanced Modeling	DMS	4	21	No Demand
Advanced Morphology	LIN	11	12	High Demand
Advanced Neural Networks	ECE	3	20	No Demand
Advanced Oral Pathology	ODS	7	13	Below Average Demand
Advanced Orchestration	MUS	7	23	Below Average Demand
Advanced Org Com	COM	26	49	Below Average Demand
Advanced Organic Chem	CHE	29	69	Below Average Demand
Advanced Orgnic Chemistry	CHE	0	32	No Demand
Advanced Orthopedics	PT	29	51	Below Average Demand
Advanced Pathology	PTH	0	45	No Demand
Advanced Pedology	GEO	2	7	No Demand
Advanced Periodontics	PER	2	2	High Demand
Advanced Pharmacodynamics	PHC	11	32	Below Average Demand
Advanced Pharmacokinetics	PHC	11	32	Below Average Demand
Advanced Phonetics	LIN	7	11	Average Demand
Advanced Photography 1	ART	17	22	Above Average Demand
Advanced Photography 2	ART	16	21	Above Average Demand
Advanced Physics Lab	PHY	8	24	Below Average Demand
Advanced Physiology	BIO	4	60	No Demand
Advanced Planning Theories	URP	4	14	No Demand
Advanced Polish Part 1	POL	3	10	No Demand
Advanced Polish Part 2	POL	4	14	No Demand
Advanced Practicum	CEP	7	11	Average Demand
Advanced Pro Topics	PHM	15	4	High Demand
Advanced Probability	STA	2	42	No Demand
Advanced Prog Lang Cepts	CS	14	1	High Demand
Advanced Prog Lang Cepts	CSE	11	63	No Demand
Advanced Public Relations	COM	29	50	Below Average Demand
Advanced Purchasing	MFC	9	22	Below Average Demand
Advanced Read Af Amer Std	AAS	0	10	No Demand
Advanced Reading	HIS	0	6	No Demand
Advanced Remote Sensing	GEO	9	18	Below Average Demand
Advanced Research Seminar	GEO	0	209	No Demand
Advanced Research Topics	BIO	0	1	No Demand
Advanced Research	HIS	0	1	No Demand
Advanced Robotics	CSE	10	34	No Demand
Advanced Sem in Trauma	SW	0	30	No Demand
Advanced Socio-Legal Studies	LAW	6	25	No Demand
Advanced Soils	GEO	19	57	Below Average Demand
Advanced Spectral Sensing	GLY	5	20	No Demand
